TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
Indiana,B10,36,29,121,89.7,0.9692,54.7,44,19.3,20.9,39,31.4,45.8,27,52,43.2,40.3,30.4,67.8,7.8,S16,1,2013
Gonzaga,WCC,34,31,118.9,90.2,0.9599,54.9,44.9,17.2,20.8,37.8,29.8,40.8,29.9,55,42.1,36.5,32.9,65.1,7.6,R32,1,2013
Kansas,B12,37,31,111.6,86.2,0.9514,53.3,41.5,20.3,18.4,33.8,29.3,39.5,32,52.9,39.3,36.4,30.3,67.7,7.5,S16,1,2013
Louisville,BE,40,35,115.9,84.5,0.9743,50.6,44.8,18.3,27,38.2,33.3,40,34.9,50.8,43.4,33.3,31.8,67.1,9,Champions,1,2013
Georgetown,BE,32,25,107.6,85,0.9381,51.1,43,20.1,22.4,30.4,31,36.8,35.3,50.2,41.4,35.3,30.7,62.5,6.6,R64,2,2013
"Miami FL",ACC,36,29,112.4,90.8,0.9207,51.9,45.7,16.7,18.4,31.3,28.4,34.6,28.3,50.6,44,36.2,32.6,63,6.3,S16,2,2013
"Ohio St.",B10,37,29,113.6,89.4,0.9406,50.6,45.4,16.2,20.7,31.8,28.2,35.5,29.5,49.4,43.6,35.6,32.4,65.3,7.2,E8,2,2013
Duke,ACC,36,30,118.4,91.5,0.9507,53.9,45.5,15.6,20.4,28.8,32.3,39.2,32.7,50.8,46.2,39.9,29,67.8,7.5,E8,2,2013
"Michigan St.",B10,35,26,111.4,87.8,0.9392,50.6,44.5,20.8,19.2,36.1,27.6,36.6,32.4,50.4,44.3,34.1,30.1,64.4,6.7,S16,3,2013
Marquette,BE,35,26,113,93.2,0.902,49.6,46.2,20.9,19.5,38.4,33.1,40.9,31.7,51.6,44.9,29.6,32.3,64.6,4.5,E8,3,2013
"New Mexico",MWC,35,29,107,91.1,0.8641,48.4,45.9,17.6,19.5,29.3,27.6,45.7,25.7,46.1,42,35.1,34.6,65.4,6.9,R64,3,2013
Florida,SEC,37,29,115.7,85.7,0.9694,55.2,43.3,17.8,22.5,34.2,28.4,31,29.9,54.3,41.8,37.8,31,62.8,4.1,E8,3,2013
"Kansas St.",B12,34,26,113.4,94.5,0.8896,49.1,47.5,18.2,22.2,38.5,33.8,31.7,36.8,46.8,46.5,35.8,33.3,63,5.4,R64,4,2013
"Saint Louis",A10,35,28,108,87.5,0.9181,50.4,45.5,17.6,23.6,27.9,29.1,44,35,50,44.1,34,33.1,64.7,3.8,R32,4,2013
Michigan,B10,38,30,121.5,93.7,0.9522,54.6,48,14.6,18.7,32.5,29.4,28.4,22.7,53.4,47.6,37.9,32.6,64.8,6.2,2ND,4,2013
Syracuse,BE,40,30,113,87,0.9533,49,42.6,18.9,23.6,38.8,34.5,36.8,35.4,48.5,42.6,33.4,28.4,65.4,5.1,F4,4,2013
Wisconsin,B10,35,23,107.2,84.3,0.9406,48.6,43,15.7,18,32.6,26.9,29.7,25.7,48,42.8,33,28.9,61.9,4.6,R64,5,2013
"Oklahoma St.",B12,33,24,107.1,88.6,0.8983,48.8,44.5,18.2,21.7,31.3,30.8,40.5,35.1,49.5,42.4,31.6,32.4,67.3,3.2,R64,5,2013
UNLV,MWC,34,24,104.7,88.4,0.8749,48.9,44.1,20.2,18.5,33.3,27.1,36.7,29.6,48.9,42.6,32.6,31.6,69.3,1.8,R64,5,2013
VCU,A10,36,27,113.8,92.1,0.9195,51.3,49.9,16.9,28.5,36.6,34.7,29.8,40.3,50.5,50.1,35.1,32.9,68.1,2.6,R32,5,2013
UCLA,P12,35,25,110,94.8,0.8475,49.1,47.5,15.8,19.9,30.7,34,33.1,24.6,48.9,46.9,33.3,32.4,69.6,3.3,R64,6,2013
Butler,A10,35,26,109.2,93,0.8624,50.7,46.7,20.2,17.4,35.9,26.3,38.4,36.1,50.2,45.3,34.3,33.2,64.7,4.7,R32,6,2013
Arizona,P12,35,27,114.4,92.2,0.9229,52.5,46.6,19.5,19.8,35,26.7,37.4,32.9,50.6,43.4,37.1,35.8,66.8,4.6,S16,6,2013
Memphis,CUSA,36,31,106.1,90.2,0.8672,52.4,45.5,20.7,22.1,35.6,31.1,37.2,34.9,51.1,43.8,37.2,33,69.3,4.5,R32,6,2013
"San Diego St.",MWC,32,21,106,89.5,0.8752,48.5,44.7,18.1,18.2,31.8,27.9,35.3,28.9,48.3,43.3,32.7,31.8,66.8,0.4,R32,7,2013
Illinois,B10,34,21,109.8,92.7,0.8749,47.5,48.7,17.6,21.7,33.6,33,31,36,47.4,47.4,31.7,34.1,66.1,2.4,R32,7,2013
"Notre Dame",BE,35,25,112.9,95.4,0.8748,52.2,46.8,17.6,16,34,29.5,32,24.6,50.6,45.9,37,32.5,61.7,3.9,R64,7,2013
Creighton,MVC,36,28,116.4,95,0.9117,58.2,45.9,18.9,16.1,28.8,27.2,34.2,26.1,55.7,45.5,41.4,31.2,65.2,3.5,R32,7,2013
Pittsburgh,BE,33,24,112.8,91.1,0.9217,51.7,44.6,18.1,22,40.4,30,37.5,36.4,51.5,44,34.9,30.4,60.3,3.1,R64,8,2013
"Colorado St.",MWC,33,24,116.6,98.4,0.8759,49.2,48.6,17.2,16.5,41.4,23.2,44.1,36.4,48.4,47.1,34.1,34.1,64.8,1.9,R32,8,2013
"North Carolina",ACC,35,24,111.6,93,0.8902,49.3,48,17.2,21.5,34.6,31.6,28.2,27.1,46.3,46.3,37.2,34.4,71.4,2.5,R32,8,2013
"North Carolina St.",ACC,35,24,115.2,98,0.865,54.2,46.8,18,16.6,34.7,32.6,40.9,29,52.8,47.5,39.1,30.2,68.1,2.2,R64,8,2013
Villanova,BE,33,19,105.3,90.5,0.8507,47.3,47.3,22.9,22,33.1,29.5,50.6,40.9,46,42.4,33.2,37.3,67.7,0.3,R64,9,2013
Missouri,SEC,34,23,113.3,95.2,0.8815,51.2,46.1,18.9,17.6,38.7,28.6,35,29.7,51.4,44.1,33.9,33.2,67.7,1.2,R64,9,2013
Temple,A10,34,24,110.7,96.9,0.822,49,49,15.9,20.1,30.8,31.4,35.6,34.1,48.8,47.3,32.8,35.3,66.8,1.5,R32,9,2013
"Wichita St.",MVC,39,30,110.6,91,0.9045,50,45.3,19.4,20,38,26.5,36.5,38.3,49.6,43.6,33.9,32.2,65,2.2,F4,9,2013
Oklahoma,B12,32,20,110.3,95.6,0.8391,47.8,47.4,17.5,19.6,33.2,31.5,35.4,31.4,47.6,46.4,32.3,32.9,66.7,0.3,R64,10,2013
Colorado,P12,33,21,104.9,90.2,0.8513,48.3,45.9,20,19.4,33.6,30.4,40.9,25.3,47,44.7,34.4,32,65.5,1.4,R64,10,2013
Cincinnati,BE,34,22,104.5,88.3,0.873,46.2,43.3,19.4,20.3,38.7,29.8,35.5,32.7,45.5,42.3,31.6,30.4,65.5,1.7,R64,10,2013
"Iowa St.",B12,35,23,117.2,98.3,0.8828,53.8,48,18.5,18.6,34.2,28.5,33,32.7,51.9,48.8,37.4,31.1,69.6,0.7,R32,10,2013
Minnesota,B10,34,21,112.6,92.5,0.905,49.3,45.6,21.6,20.2,43.6,33.2,41.6,36.7,48.8,42.8,33.7,33.9,64.1,2.1,R32,11,2013
Belmont,OVC,31,24,108.9,96.2,0.8064,56.5,48,19.6,25,29.7,34.2,32.8,37,56.9,46.7,37.2,33.5,67.4,0.1,R64,11,2013
Bucknell,Pat,33,27,104.7,93.1,0.7936,49.6,42.5,15.1,14.1,29.3,24.3,35.7,29.4,48.3,41.1,35.8,30.5,63.4,1,R64,11,2013
"Saint Mary's",WCC,34,27,113.9,94.9,0.891,53.7,47.1,18.3,17.9,36.9,25,37,36.9,52.3,44,37.3,36.7,64.8,2.5,R64,11,2013
"Middle Tennessee",SB,34,28,105.1,91,0.8396,51.1,44.4,20.7,23.6,36.5,29,41.4,42.8,49.2,43.9,37.7,30.3,64.9,0.7,R68,11,2013
California,P12,33,21,105.4,92.3,0.8211,48,44.3,18.9,16.8,32.5,30.7,31.2,32.5,48.8,41.7,30.2,33.6,66.5,0.5,R32,12,2013
Akron,MAC,32,25,103.4,94.4,0.7402,51,44.6,20.8,20.2,37.6,30.5,36.9,35,52.1,42.7,32.7,32.8,66.5,0.3,R64,12,2013
Mississippi,SEC,36,27,110,95.6,0.834,49.1,46.4,15.9,21.5,34.1,31.8,38.8,31.1,49.4,46.2,32.4,31.3,70.9,1.6,R32,12,2013
Oregon,P12,37,28,104.8,88.6,0.8728,49.3,46.4,21.4,22,35.8,27.2,38.4,33.3,49.1,44.9,33.3,33.4,69.2,2.9,S16,12,2013
"Boise St.",MWC,30,19,112,97.4,0.8332,51.8,51.4,18.4,20,30.3,24.4,33.7,42.2,48.4,51,38.7,34.8,66.2,-0.2,R68,13,2013
"South Dakota St.",Sum,32,22,109.7,103.7,0.6573,53.3,51.2,16.4,17.1,28.9,26.1,33,24.4,50.4,49.8,38.9,35.8,64,-3.2,R64,13,2013
Montana,BSky,30,23,101.6,101.8,0.4929,52.9,48.6,19.1,18.3,25.1,30.5,40.6,35.9,52,48,36.4,33.3,63.9,-1.4,R64,13,2013
"New Mexico St.",WAC,34,23,102.5,95.3,0.6992,49.3,45.4,21.9,18.6,36.9,29.8,47,30.7,49.8,43.2,31.8,33.9,65.1,-3.1,R64,13,2013
"La Salle",A10,34,24,112,96.2,0.8516,51.9,49.3,17.1,21.3,29,34.2,31.3,28.5,49.3,50.6,37.7,30.2,66,0.3,S16,13,2013
"Northwestern St.",Slnd,28,19,104.8,102.1,0.573,49,47.8,19.2,21.7,34.8,37.3,40.3,40.5,50,46.8,31,33.9,73,-3.2,R64,14,2013
Harvard,Ivy,29,19,104.9,99.9,0.6362,54.3,49.2,20.8,20.9,25.6,31.4,49.6,31.2,51.5,48.9,39.8,33.3,64.7,-2.6,R32,14,2013
Davidson,SC,33,25,110.6,98.3,0.7959,53.1,45.3,17,18.8,29,28.5,38.9,36.4,52,44.3,36.6,32.1,65.2,-1.4,R64,14,2013
Valparaiso,Horz,33,25,107.8,97.9,0.7514,55.7,46.2,21.8,19.5,31.2,28.2,41.7,36.8,55.7,44.5,37.1,33.8,65.6,-0.8,R64,14,2013
Pacific,BW,33,20,104.7,101.1,0.5991,50.5,50,17.8,20,29.2,30.8,37.7,39.3,46.8,48,38.9,35.4,63.4,-5.1,R64,15,2013
Iona,MAAC,34,20,112.8,105,0.6956,52.1,51.6,17.1,19.3,32.8,33.4,32.7,32.2,50.4,49.1,36.7,37.5,71.3,-5.9,R64,15,2013
"Florida Gulf Coast",ASun,35,24,103.4,96.3,0.6952,51.6,46.9,21,22.1,32.5,32.8,35.2,32.7,52.3,46.9,33.4,31.3,69.1,-4,S16,15,2013
Albany,AE,35,24,101.2,98.7,0.5722,49.6,48.3,21.2,19.9,31.7,28.2,40,27.8,46.7,47.6,37,33.1,63.2,-4.5,R64,15,2013
"Western Kentucky",SB,35,19,100.1,100.4,0.4895,48.6,47.9,22.2,20.8,34.8,30.7,37.6,37.8,48.3,47.6,32.7,32.4,66,-8.4,R64,16,2013
"North Carolina A&T",MEAC,36,19,90.6,95.7,0.3459,45.7,45.2,22.7,23.4,29.8,33.2,42.6,41.1,45.4,43.4,30.7,32,66.9,-11.5,R64,16,2013
Southern,SWAC,30,20,95.9,96.7,0.475,49.1,41.9,16.8,20.2,26.2,31.1,40.3,34.9,46,40.5,36.7,30,65,-5.7,R64,16,2013
"LIU Brooklyn",NEC,34,20,108.1,111.2,0.4195,54.4,52.6,20.3,18.4,35.2,33.5,45.6,31.6,53.1,51.1,38,37.2,69.3,-8.6,R68,16,2013
"James Madison",CAA,36,21,98.5,99.4,0.4736,47.6,48.7,17.2,21.1,29.6,31.1,36.8,39.2,46.2,46.9,33.6,34.7,64.2,-8.9,R64,16,2013
Liberty,BSth,33,12,100.1,109.7,0.2591,48.5,47.8,19.8,15.1,29,32.6,38.4,38.5,44.9,48.6,37,30.9,65.7,-15.6,R68,16,2013
"Grambling St.",SWAC,28,0,76.6,121.4,0.005,41.1,52.2,26.8,14.8,28.5,39.1,24.9,34.9,38.4,49.9,31.2,37.8,64.7,-24.3,,0,2013
"San Francisco",WCC,29,13,105.2,102.3,0.5798,52.7,49.8,18.1,17.4,23.9,29.8,34.6,32.4,48,49.2,40.1,34.1,66.8,-7.9,,0,2013
"UNC Asheville",BSth,29,13,98.8,103.9,0.3616,48.6,49.5,20.6,20.7,33,33.2,38.1,33.2,48.5,49.4,32.6,33.1,69.5,-10.8,,0,2013
"Appalachian St.",SC,29,13,97.6,105.8,0.2822,49.6,51.4,19.4,18.8,30.3,30.3,37.9,35.2,47.2,52.5,36.5,32.7,68,-11.7,,0,2013
"George Washington",A10,30,13,98.8,93,0.665,46.6,47.4,23.4,21.3,38.2,30.8,40.4,32.7,47.7,44.6,27.9,36,68,-7.3,,0,2013
"Southern Illinois",MVC,30,13,100.2,100.8,0.484,48,53.1,19.4,24.2,31.7,31.9,34.1,42.5,48.1,51.8,31.8,36.9,63.1,-8.3,,0,2013
"Central Connecticut",NEC,30,13,100.3,108.6,0.2868,48.6,51.7,17.5,18.9,27.4,35.4,30.1,29.3,46.6,49.9,35.2,36.6,70.7,-11.7,,0,2013
Utah,P12,31,13,104.1,97.1,0.6894,48.7,46.9,20,16.9,27.5,31.8,31.1,30.6,46.6,44.8,35.5,33.9,62.2,-6.7,,0,2013
Clemson,ACC,31,13,99.2,93.7,0.6571,47.2,46.8,18.4,20.4,32,31.8,33.1,32.9,47.1,44.4,31.7,34.8,62.3,-7.7,,0,2013
"Wake Forest",ACC,31,13,99.6,96.5,0.5916,48.5,50.8,20.7,20.5,27.7,30.8,43.7,35.5,47.1,49.5,34.5,35.9,69.2,-7.5,,0,2013
Drexel,CAA,31,13,100.1,100.1,0.5003,46.7,48.7,18.9,18.8,33.3,26,33.5,43.4,44.9,47.5,33.5,34.2,61.9,-11.9,,0,2013
"Eastern Michigan",MAC,31,13,92.1,96.6,0.3657,43.8,46.5,23.1,22.8,33.9,37.2,30.5,37.6,41.5,48,33,29.7,61.1,-11.6,,0,2013
"Florida Atlantic",SB,31,13,97.7,104.3,0.3202,47.5,45.8,22.6,17.1,32.9,34.3,35.5,36.4,45.1,46,35.3,30.2,65.5,-12.3,,0,2013
"Morehead St.",OVC,31,13,97.4,104.2,0.3157,47.9,52.5,24.7,23.2,39.5,30.2,39,59.4,48.5,51.8,31.2,36,69.7,-11.9,,0,2013
"Delaware St.",MEAC,31,13,94,108.5,0.161,45.7,48.8,22.2,20.9,32.6,37.5,33.3,32.2,46.5,48.4,29.6,33.2,61,-12.8,,0,2013
"Washington St.",P12,32,13,106.3,98.3,0.7114,49.6,49.6,19.1,19.4,31.6,28.2,34.1,31.7,47.9,47.9,34.7,34.8,62.2,-8.2,,0,2013
Northwestern,B10,32,13,103.4,98.3,0.6392,47.5,48.2,17.3,19,25.9,36,33.9,37.8,44.7,46.5,34.1,34.6,61.5,-5.5,,0,2013
"West Virginia",B12,32,13,103.5,99.3,0.6178,45.6,51.1,19.8,21.8,37.1,34,40.8,40,44.9,48,31.6,38.1,64.7,-7,,0,2013
"Virginia Tech",ACC,32,13,106.1,104.6,0.5404,47.5,50.1,17.5,15.5,30.7,33.2,36.8,38.1,47.7,48.8,31.4,34.8,67.4,-7.3,,0,2013
"St. Bonaventure",A10,29,14,107.9,102.5,0.6442,51.6,51.6,20,21.5,32.3,34.2,39.9,41.3,49,49.4,37.5,37,66.5,-6,,0,2013
"Loyola Chicago",Horz,30,14,101.2,101.9,0.4795,50.4,49,20.9,18.4,30.5,26.9,35.3,30.5,48.3,48.1,36.5,33.9,63.2,-10.5,,0,2013
"Georgia St.",CAA,30,14,103.6,104.6,0.4716,50,51.1,18,20.9,29.4,32.7,34.9,37,48,48.7,35.7,36.6,64.1,-10.9,,0,2013
Stetson,ASun,30,14,99.3,104.6,0.3534,52.6,50.8,23.1,17.4,31.3,31,34.8,28.9,52.8,51.3,34.8,33.2,68.8,-10.8,,0,2013
Drake,MVC,31,14,105.5,100.9,0.6244,52.2,51.4,19.8,18.8,24.5,28.7,37.5,38.5,48.9,50.2,37.9,35.6,68.9,-7.1,,0,2013
SMU,CUSA,31,14,100.1,98.7,0.5396,47.9,47.4,22.9,21.4,34.8,32.6,40.7,39.5,46.9,44.3,34.6,34.4,64.1,-11.8,,0,2013
Oakland,Sum,31,14,105.4,108.7,0.4135,49.2,57,17.2,20.5,31,29.2,40.7,34,47.7,58.5,34.7,36.5,69.3,-8.5,,0,2013
"USC Upstate",ASun,31,14,100.6,103.8,0.4121,49.5,49.8,20,20.1,35.4,30.2,34.3,35.4,48.6,48.7,34.3,34.5,66.2,-11.3,,0,2013
"UC Davis",BW,31,14,103.1,106.4,0.409,55.1,49.6,20.7,15.7,26.4,30.7,32.9,31,51.5,46.5,40.5,36.8,67.5,-12,,0,2013
IPFW,Sum,31,14,97.5,103.1,0.3451,49.5,52,20.3,19.7,31.4,26.6,38.4,37.8,47.5,52.3,35.4,34.1,66.2,-12.3,,0,2013
"Sam Houston St.",Slnd,31,14,91.9,98,0.3252,43.3,47,20.3,21.4,33.9,28,37.7,49.5,40.5,47.1,32.2,31.2,63.1,-11.9,,0,2013
"North Dakota",BSky,31,14,94.9,103.2,0.274,47.1,49.1,18.8,19.8,29.4,32.9,36.5,33.7,45.7,48.4,33.2,33.8,67.8,-11.4,,0,2013
Hampton,MEAC,31,14,87.7,98.1,0.2158,43.1,43.8,24.3,22.3,34.1,32.6,38.6,42.5,44.6,42.9,26.3,30.6,70.2,-13.8,,0,2013
"Oregon St.",P12,32,14,109,100,0.7299,49.7,48.5,19.6,17.6,34.4,32.4,37,30.1,47.8,47.1,36.4,34.4,68.8,-7.3,,0,2013
USC,P12,32,14,101.5,94.5,0.6939,47.2,46.9,19.5,17.6,29.2,29.5,30,37.6,45.7,44.7,34.2,34.5,67.1,-5.3,,0,2013
Manhattan,MAAC,32,14,93.7,92.4,0.5392,46.8,46.2,25.7,23.1,31.8,32.4,45.8,46.6,44.7,43.2,33.7,34.9,62.5,-10.9,,0,2013
"San Diego",WCC,32,14,100.9,101.5,0.4828,48.3,49.7,20.6,20.4,30.3,34.3,37.8,37.7,46.5,50.8,34.8,31.3,63.9,-8.8,,0,2013
"South Carolina",SEC,32,14,100.1,103.1,0.4171,46.6,50.5,22.8,21,38.3,32.9,35.2,45.8,45.8,50.4,32.1,33.8,66.7,-10.1,,0,2013
"Jacksonville St.",OVC,26,15,100.8,104.9,0.3883,49.4,50,20.4,24.7,31.7,39.6,43.9,38.9,47.8,50.9,35.2,31.6,62.7,-6.5,,0,2013
Toledo,MAC,28,15,101.7,103.2,0.4586,48.3,48.6,17.9,21.3,28.8,34.4,37.5,35.9,47.4,46.7,33.5,34.4,67.9,-7.9,,0,2013
Hawaii,BW,28,15,101.5,105.2,0.3983,50.2,49,20.7,17.4,35.3,29.5,36,32.7,50.1,45.6,33.7,36.6,69.6,-7.8,,0,2013
"High Point",BSth,29,15,97.9,103.5,0.3451,48,48,17.9,19.7,34.1,31.5,32.7,41.5,48.2,47.6,31.6,32.5,66.1,-10.2,,0,2013
Army,Pat,30,15,104.2,103.3,0.5239,51.7,48.7,20.7,18.6,31.7,29.7,36.9,36.8,49.2,46,37.1,35.8,68.3,-10.1,,0,2013
"Ball St.",MAC,30,15,98.5,105.5,0.3133,48.3,50.8,23.1,19.7,35.9,29.5,46.6,36.2,47.9,50,32.7,34.9,66.1,-9.7,,0,2013
Rutgers,BE,31,15,107.3,97.9,0.7409,48.7,47.9,21.3,19.6,35.8,34.4,32.4,39.8,47,47.7,35.7,32.2,64.5,-4.1,,0,2013
"Youngstown St.",Horz,31,15,102.1,102.5,0.4905,49.1,48.6,17,18.1,26.6,31.5,36,35.6,46.5,46.5,35.9,35.6,68.5,-9.3,,0,2013
Quinnipiac,NEC,31,15,101.4,103.6,0.44,46.5,49.3,20.2,15.7,41.3,25.8,41.1,42.2,45.4,45.9,33.5,37.8,66.6,-11.6,,0,2013
"Southeast Missouri St.",OVC,31,15,103.2,106.7,0.4058,53.1,45.9,18.5,15.1,28.2,33.2,33.4,35.1,50,44.5,39.3,32.6,68.3,-11.4,,0,2013
Georgia,SEC,32,15,100.9,94.4,0.6817,46.9,45,23,18.5,32.1,30.5,45,37.9,43.5,42.3,35.7,32.9,62.3,-6.3,,0,2013
UAB,CUSA,32,15,100,98,0.558,48.4,50.7,21.8,22.4,33.5,30.8,29.4,38.6,47.9,49,32.8,36.1,71.2,-8.2,,0,2013
"Seton Hall",BE,33,15,103.5,96.7,0.6845,51.3,46.7,23.8,19.4,31,32.8,34.5,39.1,48.6,44.6,36.7,34,65.1,-5.6,,0,2013
Nebraska,B10,33,15,101.4,96.1,0.6476,45.4,48.6,17.3,18,26.1,30.7,28.4,38.9,45.1,48,30.7,33.4,62.2,-3.4,,0,2013
Princeton,Ivy,26,16,107.9,100.1,0.7046,53.9,48.2,20.3,20.8,30.6,28.6,34.6,37.6,49.9,47,41,34.2,60.6,-5,,0,2013
"Charleston Southern",BSth,29,16,100.6,101,0.4886,48.6,48.3,17.9,19.5,33.6,28.9,29.7,29,45.6,46.3,35.2,34.4,67.7,-7.7,,0,2013
"South Alabama",SB,29,16,96.2,100.2,0.3852,45.9,46.8,22.8,21,36,32.9,45.4,37.7,44.6,45.7,32.4,33,68.5,-7.8,,0,2013
"Air Force",MWC,30,16,109.2,103.5,0.6481,54.7,51.9,18.5,19.1,23.7,31.8,30.8,36.6,52.9,54.2,38.1,32.4,64.4,-2.9,,0,2013
"Cal Poly",BW,30,16,103.5,104.7,0.4665,48.7,52.9,15.7,19.6,31.2,28.2,33.3,38.6,44.8,52.2,37.1,36.3,59.8,-7.3,,0,2013
"Arkansas Pine Bluff",SWAC,30,16,91.3,100.8,0.2436,44.7,46.9,20.9,23.5,31.5,35.6,33,37.7,44.4,46.4,30.2,31.7,68.2,-8.2,,0,2013
"Georgia Tech",ACC,31,16,99.6,91.1,0.7369,46.8,45.4,19.3,19,32.6,28.3,28,33,46.4,43.8,31.8,32.3,66.4,-4.8,,0,2013
"Tennessee St.",OVC,31,16,101.6,103.5,0.4454,48.9,49.8,21.9,19.9,34.7,32.6,40,39.5,48.3,49.8,33.4,33.2,68.3,-7.3,,0,2013
"Arkansas Little Rock",SB,31,16,93.8,101.2,0.2943,46.4,48.8,22.3,23.2,31.8,32.6,42.7,42.9,44.7,47.6,33.8,34,68.1,-9.7,,0,2013
Tulsa,CUSA,32,16,97.9,99.7,0.4484,48.6,47.8,21.7,18.9,30.1,29.6,43.6,41.3,48.2,45.8,32.9,34.2,67.9,-7.9,,0,2013
Vanderbilt,SEC,33,16,101.6,93.9,0.7136,48.4,46,19.5,18.5,27.9,29.5,35.1,33.5,45.3,45.7,35,31.1,61,-6.2,,0,2013
Texas,B12,33,16,101.3,94,0.7028,45.7,42.9,21.4,19.1,34.6,33.8,40.4,41.9,46,42.8,30.1,28.9,66.1,-4.2,,0,2013
"Boston College",ACC,33,16,108.6,102,0.6737,51,51.1,17.7,17.9,28.1,30.7,39.7,29.1,49.7,48.7,35.3,37.5,64.2,-5.4,,0,2013
Purdue,B10,34,16,106.2,94.2,0.7975,46.3,45.5,19,17,37,29.7,33.5,33.3,45.7,43.9,32,32.8,67,-3.8,,0,2013
UCF,CUSA,28,17,105.5,101.5,0.6094,51.5,48.7,20.7,18.7,34.3,32.8,41,25.9,51.4,49.5,34.5,31.3,66,-4.2,,0,2013
"Boston University",AE,30,17,103.2,101.1,0.557,52.2,47.4,18.8,21.5,25.9,31.2,26.5,33.2,49.9,47.8,37,31.1,66.2,-6.9,,0,2013
Towson,CAA,30,17,101.8,101.6,0.5062,48.3,45.2,22.2,16.2,39.2,31.9,40.3,37.6,48.7,42.8,31.4,33.9,66.3,-6.9,,0,2013
Dayton,A10,31,17,111.8,99.4,0.7951,53,49.2,21.7,21,35.2,30.4,39.7,37.5,51.1,47.4,38.4,35.3,66.4,-4.6,,0,2013
Xavier,A10,31,17,105.1,94.3,0.7765,50.1,46.7,20.4,18.6,34.3,29,41.4,33.3,49.2,45.8,35,32.1,63.1,-4,,0,2013
"Texas Southern",SWAC,31,17,103.2,104.1,0.4745,51.9,45.3,17.9,17.5,31.4,33,31.2,29.8,50.7,44.5,35.6,31.7,64.3,-7.7,,0,2013
"Long Beach St.",BW,31,17,102.7,104.2,0.4581,50.1,50.9,20.8,19.5,32.1,36.1,36.3,32.1,49.7,47.5,34,38.2,67.3,-5.4,,0,2013
Hartford,AE,31,17,91.8,97.3,0.3399,48.3,49.4,22.2,24.9,25.8,30.8,30.7,41.5,46.9,48.5,33.4,34.2,64.2,-7.9,,0,2013
"Indiana St.",MVC,32,17,100.5,94.7,0.6633,48.2,46.5,19.6,18.2,26.6,29.8,42.1,38.7,48.4,45.6,32,32.4,65.3,-3.5,,0,2013
"Morgan St.",MEAC,32,17,97.5,101.3,0.3903,48.3,45.3,22.3,21.8,38,35.6,39.2,38.2,49.8,45.1,29.2,30.6,67.5,-11,,0,2013
"Savannah St.",MEAC,32,17,86.1,90.7,0.3547,44.9,43.5,27.1,26,34.4,32.5,35.3,45.3,45.3,43.6,29,28.8,63.2,-8.1,,0,2013
"St. John's",BE,33,17,99.4,91.5,0.7205,44.5,45.6,16.7,20.2,30.5,35.1,28.9,28.9,45.6,43.6,27.1,33.1,67.6,-3.5,,0,2013
"Green Bay",Horz,33,17,101.5,98.8,0.5771,47.9,47.7,20.8,18,32.8,26.7,40.2,33.9,47.3,45.8,33,34,64.3,-7.9,,0,2013
"Illinois Chicago",Horz,33,17,96.2,98.7,0.4283,46,46.7,19.5,19.5,28.2,30.3,35.4,34.9,43.5,44.7,33.5,33.7,64.6,-8.9,,0,2013
"Arkansas St.",SB,30,18,96.8,95.8,0.5312,45.7,46.7,18.9,23.1,33.5,30.3,44.2,35.7,45.6,45,30.7,33.5,65.5,-7.8,,0,2013
Detroit,Horz,31,18,111,102.5,0.7143,50.8,53.2,15.5,22.9,31.8,31.2,35.8,35.6,51.1,52.2,33.5,36.7,70.4,-3.8,,0,2013
"Gardner Webb",BSth,31,18,95.8,99,0.4069,46.8,48.3,20.9,23.3,35.7,31.1,34.5,34.8,45.9,47.8,32.5,33,63.2,-7.2,,0,2013
"Saint Joseph's",A10,32,18,107.4,96.8,0.7681,50.6,46.1,18.7,16.2,31.7,33.2,36.2,23.8,50,45.6,34.2,31.4,63,-3.3,,0,2013
UTEP,CUSA,32,18,102.1,96.6,0.6545,50.6,46.6,19.7,19.7,28,33,42.6,34.8,49.6,44.9,35.1,34,61.4,-5.8,,0,2013
Wyoming,MWC,32,18,99.7,95.8,0.6121,49.5,48.2,18.7,21.4,23.7,31.4,39.8,33,50.8,48.2,31.8,32.3,61.1,-3.4,,0,2013
FIU,SB,32,18,98.9,101.8,0.4153,48.9,51.1,21.7,25.6,31.3,36,35.8,37.1,48.3,52.5,33.3,32.3,69.3,-7.9,,0,2013
"Mount St. Mary's",NEC,32,18,100.9,104.6,0.3983,50.5,55.7,18.3,23.9,28.6,33.9,31.9,38.2,50.3,54.8,33.8,39.1,67,-7.7,,0,2013
"Illinois St.",MVC,33,18,108.3,96.3,0.7955,51.8,48.4,18.7,21,29.5,31.4,34.4,34,51.7,47.3,34.7,33.4,70.4,-5.2,,0,2013
"Texas A&M",SEC,33,18,103.1,97,0.6682,48.8,47.5,21,21.9,34.9,33.5,32.9,35.7,47.1,46,35.6,33.5,61.2,-5.1,,0,2013
Lafayette,Pat,33,18,103.9,104.8,0.4767,52.7,52.3,18.7,20.6,25.1,32.6,28.2,31.5,49.6,51.2,38.4,36.4,65.9,-8.3,,0,2013
